graph_type,num_nodes,num_edges,nodes,edges,ratio_n_m,ratio_m_n,density,starting_node,target_node,path_length,min_degree,max_degree,mean_degree,median_degree,q0.25_degree,q0.75_degree,variation_coefficient_degree,entropy_degree,astar_alg_avg_duration,astar_alg_median_duration,astar_alg_std_duration,astar_alg_avg_memory_used,astar_alg_median_memory_used,astar_alg_std_memory_used,dijkstra_alg_avg_duration,dijkstra_alg_median_duration,dijkstra_alg_std_duration,dijkstra_alg_avg_memory_used,dijkstra_alg_median_memory_used,dijkstra_alg_std_memory_used,bfs_alg_avg_duration,bfs_alg_median_duration,bfs_alg_std_duration,bfs_alg_avg_memory_used,bfs_alg_median_memory_used,bfs_alg_std_memory_used,dfs_alg_avg_duration,dfs_alg_median_duration,dfs_alg_std_duration,dfs_alg_avg_memory_used,dfs_alg_median_memory_used,dfs_alg_std_memory_used
generate_random_graph,4020,871796,4020,871796,0.004611170503191113,216.86467661691543,0.10791971964016692,3327,3189,2,364,499,433.72935323383086,434.0,420.0,447.0,0.046107167283779775,6.344741311056117,17.006670033333346,17.059200100000453,0.08461317428585309,159145620.33333334,2228819,221914021.3448868,18.091796299999867,18.112645499999417,0.12108643014058879,73668265.33333333,2228863,101030628.23617591,10.683945600000092,10.672213400000146,0.0491245364930408,72387586.0,311419,101936308.55936275,8.366172000000006,8.357711999999992,0.028244158220974754,72364666.66666667,355923,101846829.53834678
generate_random_graph,4021,485503,4021,485503,0.008282132139245278,120.7418552598856,0.06007057475616199,3354,2479,2,184,295,241.4837105197712,241.0,231.0,252.0,0.06297402054720047,5.952983407693536,13.960202966666657,13.993481200000133,0.1995873766248652,94825289.0,2054123,131198263.78178339,16.54444866666654,16.596653100000367,0.10350259311282015,48416624.666666664,2054087,65570336.65398353,10.89548219999991,10.9067428999997,0.030043942921995387,47294744.666666664,372187,66363812.319418706,5.421470799999952,5.399639899999784,0.03806402197935188,47297438.666666664,365211,66466752.63728115
generate_dense_random_graph,4022,859611,4022,859611,0.004678860554367033,213.72725012431627,0.10630552107650647,2171,2977,2,354,500,427.45450024863254,427.0,414.0,441.0,0.0452727833616645,6.298594180439791,4.518049466666828,4.513524699999834,0.009411097958088983,166374420.66666666,2150659,232352781.30862278,18.17791096666709,18.198154600000635,0.06961790618050617,72573332.0,2171871,99562706.61393481,13.03369183333325,13.079851100000269,0.070797015028391,71344116.66666667,344075,100432042.46826537,4.807672033333195,4.806037700000161,0.05896866525750611,71372618.66666667,353347,100516817.45202133
generate_dense_random_graph,4023,590618,4023,590618,0.006811509300427687,146.81034054188416,0.07300365019487029,1670,3836,2,233,355,293.6206810837683,293.0,282.0,304.0,0.056207813242791185,6.070196486264293,19.813395566666866,19.873905800000102,0.14163417675690385,110331109.0,2106891,153052643.3625456,16.92708453333368,16.9118397000002,0.0707726273039834,50292160.0,2110895,68146631.30613513,3.7806388000002094,3.7722555000000284,0.01918794438723368,49045006.0,234403,69028650.69133715,8.852484300000773,8.828518300000724,0.08904989615940516,49188790.666666664,381043,69031898.79784784
generate_dense_random_graph,4024,1363453,4024,1363453,0.002951330188866063,338.830268389662,0.16844656643781358,13,773,2,591,777,677.660536779324,678.0,662.0,693.0,0.03470818968894104,6.570355016957916,0.5433546333333652,0.5424229000000196,0.0042169781396516875,258312240.0,1531280,363143150.13230926,19.968792700000147,19.971692099999927,0.03596017210222167,114387057.33333333,2341759,158456206.7773634,9.799715899999379,9.802423999999519,0.05888458556928042,113032711.33333333,385051,159308799.36545652,8.113531300000128,8.089020600000367,0.06830121221235134,113047842.66666667,348691,159402719.68118483
generate_random_regular_graph,4025,8050,4025,8050,0.5,2.0,0.0009940357852882703,2125,2957,6,4,4,4.0,4.0,4.0,4.0,0.0,-0.0,0.8886128666672448,0.8886517000009917,0.008200325262159355,44559718.0,107731,62864608.546686836,14.325804200000372,14.278315999999904,0.06910733800816839,43701438.333333336,456647,61157376.062448815,2.878187800000281,2.875780600001235,0.010039570352080342,43456619.333333336,286835,61156270.464024864,4.738895899999382,4.733883799999603,0.030629415179274838,43478494.666666664,319851,61140515.18986557
generate_random_graph,4026,118819,4026,118819,0.03388346981543356,29.51291604570293,0.01466480300407599,3052,1721,2,33,86,59.02583209140586,59.0,54.0,64.0,0.1307149919524397,4.980598894958467,1.471459600000647,1.4717379000012443,0.0010360921409893814,56412042.0,982712,78388915.8961082,15.016718333332998,14.991643499999554,0.1351357604619923,45240652.0,1527103,61820910.45339902,4.6228659999997035,4.600888799999666,0.04277306714585523,44419844.666666664,369763,62401469.97422421,12.904680933332807,12.870928399999684,0.05462583807659882,44435325.333333336,338195,62390208.84839689
generate_random_regular_graph,4027,16108,4027,16108,0.25,4.0,0.001987083954297069,2980,1948,3,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,12.37513163333339,12.367426599999817,0.018744162360582784,45831897.666666664,689643,63840794.442554474,14.452601833332665,14.456463399999848,0.015323285731167808,43977511.333333336,690248,61217922.081234045,8.764753866666675,8.779398700000456,0.042025721263584226,43653214.0,346419,61245079.459329724,3.629498166666963,3.6301117000002705,0.0117535575735492,43604977.333333336,348459,61278930.80306338
generate_random_regular_graph,4028,12084,4028,12084,0.3333333333333333,3.0,0.0014899428855227217,2772,3722,4,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,5.153427033333476,5.163726700000552,0.023971204985977563,45354475.0,527675,63499632.06528575,14.437527566666782,14.45016840000062,0.08601416202338692,43896313.0,587351,61248664.49151146,2.1445205666665665,2.1386710000006133,0.010615590938229315,43562164.666666664,299283,61287714.82804034,2.2993298000007294,2.2919852000013634,0.014037751521519403,43517885.333333336,159579,61317927.48554565
generate_random_graph,4029,60410,4029,60410,0.0666942559178944,14.99379498634897,0.007444784005138516,2051,3584,3,13,51,29.98758997269794,30.0,26.0,34.0,0.18405975541322436,4.499093427394839,13.824494733332662,13.841272799998478,0.026234436453349833,50668647.333333336,1253035,69884251.7821894,14.764545733332852,14.742525300000125,0.04399878523382385,44654901.333333336,1252879,61379751.24563835,5.354771866667458,5.344175600001108,0.061146825540685255,44013384.666666664,363307,61834369.81330704,11.26209613333352,11.265049200001158,0.03529976636681738,44048636.0,347939,61809110.38623016
generate_random_regular_graph,4030,8060,4030,8060,0.5,2.0,0.0009928021841648052,1719,1248,6,4,4,4.0,4.0,4.0,4.0,0.0,-0.0,6.8619619333330775,6.845258999999714,0.07545039682372454,44860170.666666664,429907,62938856.58221357,14.414153766667368,14.412807599999724,0.018781553890369382,43811321.333333336,458783,61309753.33115383,6.77179663333239,6.786973299998863,0.030382272817331732,43640863.333333336,327779,61253973.91982801,12.122986700000789,12.094066900001053,0.04440396350308225,43692851.666666664,341979,61307573.08533417
generate_random_regular_graph,4031,16124,4031,16124,0.25,4.0,0.0019851116625310174,1406,3559,5,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,1.0745969333341538,1.075769400000354,0.0035091138268201955,45575316.666666664,323811,64100194.04898213,14.476538399999603,14.467560699999012,0.0571245513597158,44083495.0,710255,61339997.23356637,2.1814776999999594,2.181756199999654,0.01548223178854289,43672160.666666664,319675,61414343.39748634,0.27935843333398225,0.27899260000049253,0.0007555654933896098,43566614.666666664,87595,61488641.91870492
generate_dense_random_graph,4032,1319604,4032,1319604,0.0030554620931734066,327.2827380952381,0.16238290156052498,2361,1938,2,576,745,654.5654761904761,654.0,638.0,670.0,0.03610422138035817,6.584128522907447,3.691830600000079,3.6871315999997023,0.017491695679276425,244134858.0,2129027,342248092.42235756,19.967101000000792,19.971813400001338,0.028474511393888482,110753038.66666667,2328135,153336195.53862193,13.283869366667204,13.278003200000967,0.061588844747287444,109443866.0,379683,154262499.36688614,11.073055999999875,11.074426799999856,0.03178319626052389,109386645.33333333,396859,154197702.88555038
generate_random_graph,4033,1557045,4033,1557045,0.002590162776284565,386.07612199355316,0.19150601289362756,2259,3705,2,694,856,772.1522439871063,772.0,755.0,789.0,0.03292100110599703,6.680002923634458,5.675041600000138,5.676150900000721,0.001929864601796212,288238288.3333333,2402179,404338609.34768033,21.07307800000005,21.05839349999951,0.060052133827124425,130432301.33333333,2407103,181059265.37784994,8.170412966666845,8.15803440000127,0.03933332586310523,129092910.0,403107,182007010.1428704,7.815269333334072,7.795862800001487,0.059809424452327314,129088497.33333333,396795,182009622.6650919
generate_dense_random_graph,4034,569419,4034,569419,0.007084414113333064,141.15493306891423,0.06999996680828874,3398,476,2,219,344,282.30986613782846,282.0,271.0,293.0,0.05732653373023268,6.039316538174504,7.925094966666923,7.955705500000477,0.05070995665051768,107760288.33333333,2103675,149421117.35379806,16.897891333332762,16.935818899999504,0.11336318563210651,49399633.333333336,2103127,66891778.7612665,7.688051366666817,7.688837800000329,0.004061091342592763,48289818.0,370979,67781840.92440297,0.4483297333329877,0.4471302999991167,0.003163506100120743,48155848.0,234459,67771112.19268517
generate_2d_grid_graph,4035,7786,4035,7786,0.5182378628307218,1.9296158612143741,0.0009566761830512515,2610,1693,113,2,4,3.8592317224287482,4.0,4.0,4.0,0.09085258901579296,0.5921570895048175,13.146820466667123,13.153802599999835,0.06849744866825645,46050736.333333336,342608,64641060.65654426,14.366842400000072,14.33392559999993,0.13039077375812455,43856582.333333336,396735,61461539.4585928,9.956931999999748,9.972515899999053,0.08258616625443939,43757307.0,297491,61461483.832857616,4.820058033332923,4.7936745999995765,0.07430334505989872,43688062.666666664,314923,61443858.19392031
generate_random_graph,4036,1377740,4036,1377740,0.0029294351619318596,341.3627353815659,0.16920086016434494,2236,3814,2,602,783,682.7254707631319,682.0,667.0,699.0,0.03547324449706122,6.612560748848679,0.9544137333335433,0.9484033999997337,0.011414870276215888,248211770.66666666,1758096,348538163.15141255,20.274905300000075,20.29893339999944,0.07331567080885146,115573862.66666667,2350175,160122785.8071798,11.799272533332745,11.802968399999372,0.04045421500593886,114233458.0,348779,161070958.68353468,2.7330271666669432,2.7359694999995554,0.015962000225983076,114173789.33333333,249979,161112631.59174687
generate_2d_grid_graph,4037,7696,4037,7696,0.5245582120582121,1.906366113450582,0.0009446809283699614,1145,2446,203,2,4,3.812732226901164,4.0,4.0,4.0,0.10298596211278517,0.702528819372561,12.494997866666381,12.50251179999941,0.041853787289798924,46077717.0,337800,64686220.26693979,14.361917133333312,14.384321400000772,0.09959852777284534,43899425.0,396623,61522286.53076002,9.508782366666614,9.504072300000189,0.05277746708594805,43762846.0,289203,61481038.16378455,3.0341344666667283,3.0377582000000984,0.015927553527097297,43682475.666666664,130187,61592259.93220643
generate_random_graph,4038,1041575,4038,1041575,0.003876821160262103,257.9432887568103,0.12778959066475615,2365,831,2,446,588,515.8865775136206,516.0,501.0,531.0,0.04169012081933833,6.444195663157616,11.046978533333458,11.045372299999144,0.06054093483105224,185096378.0,2280923,258540118.49982557,18.95546100000077,18.92287209999995,0.1210662780440401,87738778.66666667,2280919,120855686.7793944,13.141677233333516,13.092710299999453,0.06932728530705144,86454274.0,370507,121762927.1325281,8.09038500000012,8.068619800000306,0.03597602154663712,86397235.33333333,352499,121697693.7058776
generate_random_regular_graph,4039,16156,4039,16156,0.25,4.0,0.001981178801386825,3748,47,5,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,13.461104666666264,13.469879700000092,0.02744074270163024,46115079.333333336,709467,64213238.4265094,14.60301783333307,14.603019399999539,0.02670233678325255,44255358.333333336,709703,61583065.65855009,12.433787333333385,12.451681599999574,0.036746759448057796,43903326.0,348131,61616611.44331221,5.080880766666572,5.087513000000399,0.02658557483886414,43866220.0,352555,61642590.92986304
