graph_type,num_nodes,num_edges,nodes,edges,ratio_n_m,ratio_m_n,density,starting_node,target_node,path_length,min_degree,max_degree,mean_degree,median_degree,q0.25_degree,q0.75_degree,variation_coefficient_degree,entropy_degree,astar_alg_avg_duration,astar_alg_median_duration,astar_alg_std_duration,astar_alg_avg_memory_used,astar_alg_median_memory_used,astar_alg_std_memory_used,dijkstra_alg_avg_duration,dijkstra_alg_median_duration,dijkstra_alg_std_duration,dijkstra_alg_avg_memory_used,dijkstra_alg_median_memory_used,dijkstra_alg_std_memory_used,bfs_alg_avg_duration,bfs_alg_median_duration,bfs_alg_std_duration,bfs_alg_avg_memory_used,bfs_alg_median_memory_used,bfs_alg_std_memory_used,dfs_alg_avg_duration,dfs_alg_median_duration,dfs_alg_std_duration,dfs_alg_avg_memory_used,dfs_alg_median_memory_used,dfs_alg_std_memory_used
generate_2d_grid_graph,3404,6688,3404,6688,0.5089712918660287,1.964747356051704,0.0011547148727897173,1327,1769,8,2,4,3.929494712103408,4.0,4.0,4.0,0.06630533940392681,0.37201257101563356,0.4243367666640552,0.4236808999994537,0.0013666677371779407,33033012.666666668,65979,46622437.43631938,7.714793666668508,7.699460100004217,0.0470895277866346,31250172.333333332,355991,43795697.6901846,0.2698198000046735,0.2700306000042474,0.0007350945676027063,31043644.666666668,64483,43811173.207367636,0.231361966667464,0.23069890000624582,0.001299611041464048,31057654.333333332,66011,43828824.94964866
generate_delaunay_graph,3405,10192,3405,10192,0.334085557299843,2.993245227606461,0.0017586634709791194,819,2080,15,3,12,5.986490455212922,6.0,5.0,7.0,0.22684409595233582,2.4655027999115973,4.476131433334861,4.470552300001145,0.0455581328466944,32665947.333333332,289411,45892311.421170615,7.9354395999980625,7.913897799997358,0.045872832111393105,31262222.333333332,348687,43820458.49530031,3.4631407666699183,3.465533200011123,0.026640243417469664,31109334.0,93883,43862624.18247155,0.7682715333309412,0.7712441000039689,0.004753729810954277,31154374.666666668,235667,43830513.341588385
generate_delaunay_graph,3406,10195,3406,10195,0.3340853359489946,2.9932472108044625,0.0017581481414416815,2530,1291,12,3,12,5.986494421608925,6.0,5.0,7.0,0.22695507955212402,2.4662282734324967,1.9144736000016565,1.9239540999988094,0.01558723988085763,32602270.666666668,99827,45965402.30052187,7.966638166661141,7.977641199991922,0.024660649511086912,31346630.333333332,358567,43824095.819977164,1.201432300003944,1.2044954000011785,0.004480832769672528,31115519.333333332,75587,43897115.90836209,1.7581273999918874,1.762816299989936,0.007630026993398969,31193920.0,267555,43841297.14507285
generate_2d_grid_graph,3407,3406,3407,3406,1.0002935995302407,0.9997064866451424,0.000587026709715292,1572,1287,285,1,2,1.9994129732902848,2.0,2.0,2.0,0.012114316521302263,0.007147964625676972,1.2958942999927483,1.2968299999920418,0.006487132609198092,32603788.666666668,89656,45982046.17998847,7.653345166666743,7.654393499993603,0.023307418352511173,31321350.666666668,386175,43853904.49278987,1.254486500004229,1.253595400004997,0.004180093417967126,31117763.333333332,226331,43791894.94117876,4.727051400002286,4.724817700000131,0.012565970255028406,31160035.666666668,274611,43783313.9052195
generate_2d_grid_graph,3408,6697,3408,6697,0.5088845751829177,1.9650821596244132,0.0011535557144845396,3160,1608,32,2,4,3.9301643192488265,4.0,4.0,4.0,0.06601101767330471,0.369479283941779,3.6013849999969048,3.60767019999912,0.013533461690540254,33194356.0,272675,46663256.080445156,7.756832599993989,7.730288499995368,0.04737403744490201,31321723.666666668,355375,43897961.423381664,2.7322813999974946,2.7337941999867326,0.0024114314567926297,31164592.333333332,100083,43931873.03508454,5.807022433335078,5.8152018999971915,0.017153096597329307,31288114.0,322139,43897444.30212598
generate_random_graph,3409,234759,3409,234759,0.01452127500969079,68.86447638603696,0.04041342510917662,2254,1403,2,96,181,137.7289527720739,138.0,130.0,145.0,0.08254338868492717,5.530281996854901,6.686319833330344,6.690469900000608,0.0065478673924702436,55771794.0,1543979,76794624.69942841,8.540946633331865,8.557396000003791,0.025106025483363895,33995250.666666664,1544271,45892717.38030768,5.239296399997936,5.250620499995421,0.0323487000100462,33084808.666666668,312291,46431877.99777861,4.790792433331565,4.801279099992826,0.023142029949801947,33089345.333333332,325123,46428371.26581175
generate_dense_random_graph,3410,195295,3410,195295,0.01746076448449781,57.27126099706745,0.033600035785900526,2806,2331,2,79,158,114.5425219941349,114.0,107.0,122.0,0.09255904606213892,5.429328165816604,2.4348684333381243,2.4416407000098843,0.010686786165073785,54718198.0,1306139,75536092.17319997,8.443756900000153,8.46172540000407,0.038275097452526115,33668476.0,1500327,45492864.523459814,1.5547031333408086,1.560772700002417,0.008589462421522236,32794170.0,334347,46006252.58481723,3.16052656667307,3.165460300006089,0.012838792158731401,32786072.0,312315,46011664.9533217
generate_random_regular_graph,3411,13644,3411,13644,0.25,4.0,0.002346041055718475,1593,25,4,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,3.610530199997205,3.61812079999072,0.01401134344847749,33193950.333333332,582715,46224095.43697095,7.786206899996614,7.815914699996938,0.04338690254390485,31616689.333333332,597088,43868873.35748987,3.1347637666622177,3.134556799996062,0.0020356087704685106,31344835.333333332,316011,43986111.46632222,6.401278766667626,6.395818399993004,0.014108024339392053,31346070.666666668,318035,43984950.83359277
generate_random_regular_graph,3412,10236,3412,10236,0.3333333333333333,3.0,0.001759014951627089,2460,656,4,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,2.709998700001355,2.7107206999935443,0.0022867535929629,32836976.0,452907,45902964.21125098,7.825802333337681,7.797056900002644,0.056314361810137305,31486931.666666668,504767,43920226.699514024,6.427668066666229,6.434767300001113,0.014929531035009895,31348792.666666668,312468,43997874.154579185,4.901116599993354,4.889563299992005,0.020499435297910238,31299049.0,167347,44027027.92331065
generate_dense_random_graph,3413,815860,3413,815860,0.0041833157649596745,239.04482859654263,0.1401200636556522,3300,11,2,406,542,478.08965719308526,478.0,465.0,491.0,0.041919366789653356,6.339571557896558,4.375584799995219,4.374556299997494,0.024449010648771072,155284870.66666666,1899859,217024593.43438515,10.44102703333192,10.451852700003656,0.02797799641565659,68765066.66666667,1836671,94669102.1124428,7.4201632333327625,7.411834500002442,0.025640109440502032,67684046.0,344931,95328570.37308444,6.545971933335143,6.5559096000069985,0.043558598344263316,67665022.66666667,288587,95341707.19473243
generate_dense_random_graph,3414,207311,3414,207311,0.0164680118276406,60.72378441710603,0.03558381741406741,2146,1295,2,82,165,121.44756883421206,121.0,114.0,128.0,0.08796594879010196,5.448818618730894,0.6976025666614684,0.6961212999885902,0.0029166002588059303,55661668.0,1018475,77277178.57309854,8.425294233325985,8.426045499989414,0.01678414762385442,33789220.0,1517935,45660801.372259036,4.282309833336815,4.276793800003361,0.008245516149865215,32949855.333333332,294123,46254487.3249754,4.0565262000018265,4.054419400010374,0.028691118255042888,32966064.0,341619,46242742.74399231
generate_2d_grid_graph,3415,6142,3415,6142,0.5560078150439596,1.7985358711566617,0.001053623826102321,83,1353,588,2,4,3.5970717423133234,4.0,3.0,4.0,0.13701946046883473,0.9835212313045709,9.585286666663402,9.586606600001687,0.007338173950654029,33371578.333333332,362416,46682197.38755167,7.7000517000027076,7.697499200003222,0.00981931408990558,31452222.333333332,359343,44076959.2520336,7.6218428666664595,7.630601800003205,0.01700805348408161,31429181.666666668,286283,44042732.29342991,5.397847099996095,5.395082199989702,0.005367370568370428,31351950.666666668,307691,44008200.72510274
generate_random_regular_graph,3416,13664,3416,13664,0.25,4.0,0.002342606149341142,545,94,3,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,7.0867188999933814,7.071612299987464,0.022432475974833953,33349961.666666668,599124,46322726.823180825,7.832883999998255,7.838874499997473,0.01020492682934966,31709185.0,598119,43997827.24165629,5.000164633335468,5.009338200005004,0.028754518688909426,31436706.333333332,317252,44114599.26300043,7.58194033333469,7.5719337000045925,0.03269946139215594,31470506.666666668,313123,44090372.86892651
generate_random_regular_graph,3417,10251,3417,10251,0.3333333333333333,3.0,0.001756440281030445,391,1342,6,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,10.297686033338929,10.288268800009973,0.015269141848452693,33025335.333333332,493835,46008140.78706965,7.821265966665426,7.822909599999548,0.023637139796139357,31620395.666666668,505975,44107264.75172428,7.204611233338558,7.20515890000388,0.028713897333739732,31430269.666666668,280731,44135180.02675656,3.2513749666686635,3.256749199994374,0.009765599467745602,31396235.666666668,168291,44163135.60778933
generate_random_regular_graph,3418,10254,3418,10254,0.3333333333333333,3.0,0.001755926251097454,2393,1279,5,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,0.9279902000028718,0.927883299998939,0.0005289259749450322,32836779.0,307811,46107768.941771135,7.805249766664929,7.807705100000021,0.0049913553473779765,31656601.333333332,509552,44049140.33197102,4.843235199999374,4.8262235000001965,0.027522286937837228,31441914.0,311267,44130370.748048626,3.911671366668694,3.9109510999987833,0.002367504019611147,31461990.333333332,314275,44154197.62097504
generate_random_graph,3419,476065,3419,476065,0.007181792402298006,139.24100614214683,0.08147513524993963,1575,596,2,216,333,278.48201228429366,278.0,268.0,289.0,0.05737642292928246,6.021459431246273,0.1499087333359057,0.14950250000401866,0.0016712144221781306,83805608.66666667,730040,117486759.95906875,9.350248199994288,9.341832999998587,0.01248032556346449,40522261.333333336,1700295,54947586.016434,5.241737666670815,5.242439000008744,0.016712716063022194,39580659.333333336,311979,55613690.50553549,2.811990100002731,2.8197916000062833,0.013465586449105331,39543614.666666664,200619,55639431.997314855
generate_dense_random_graph,3420,1131736,3420,1131736,0.0030219061689298566,330.9169590643275,0.19357529047342936,803,2026,1,563,736,661.833918128655,662.0,646.0,677.0,0.03479662594152917,6.5378200427145625,9.115007999998246,9.112247600001865,0.008964414189400558,210564430.33333334,1978947,294984442.0715645,11.467918600004245,11.48240400000941,0.024629786827386816,94959078.66666667,1955679,131540132.69818394,0.9300192333272813,0.930068299989216,0.005565022245278174,93805316.66666667,363979,132251051.72952014,6.935261566667275,6.931456399994204,0.0472018713177358,93798088.0,342411,132255855.3184084
generate_2d_grid_graph,3421,6520,3421,6520,0.5246932515337424,1.9058754750073077,0.0011145470614077823,571,158,103,2,4,3.8117509500146154,4.0,4.0,4.0,0.10333588245671921,0.7055652448994442,4.815370600001188,4.7946705000067595,0.03543052970104029,33367131.333333332,133376,46999746.314978465,7.745311300003475,7.741974800010212,0.01384183287456678,31610163.666666668,358623,44196550.64590087,3.6845689000037964,3.685312800007523,0.012197436561112373,31428259.333333332,253307,44192767.47158413,4.552427066664677,4.556123400005163,0.008867857566372754,31467073.333333332,311915,44165034.97543326
generate_random_regular_graph,3422,13688,3422,13688,0.25,4.0,0.00233849751534639,1144,2182,5,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,1.047120233333165,1.0462430000043241,0.004451005661916768,33217806.0,359483,46573410.986225486,7.834760200004287,7.843293600002653,0.027739658092167923,31815383.0,594927,44152397.95552684,4.94786970000132,4.939196899998933,0.02219314196898584,31546394.0,317331,44269551.85923004,6.05092453333782,6.058553099996061,0.023474920180168782,31541584.0,301827,44272657.00823962
generate_2d_grid_graph,3423,6662,3423,6662,0.5138096667667367,1.946245983055799,0.0011374903466135587,1614,1050,78,2,4,3.892491966111598,4.0,4.0,4.0,0.08054168840039544,0.4980563545572453,5.503041899995878,5.517273199991905,0.02595195021200075,33441191.666666668,290408,46987278.55190168,7.768357566664538,7.756142800004454,0.029116864419525282,31596331.666666668,357559,44283255.08207352,4.159413833340902,4.158582700008992,0.0018193633316904052,31500952.333333332,261979,44283391.67318388,2.789460999997876,2.788650200003758,0.011971084205471336,31444564.0,147499,44260756.41289124
generate_2d_grid_graph,3424,6709,3424,6709,0.5103592189596065,1.9594042056074767,0.001144846161616989,2232,3270,42,2,4,3.9188084112149535,4.0,4.0,4.0,0.07078001761480518,0.4110584092928397,4.8497161666649236,4.85147790001065,0.016758823954241674,33496220.333333332,282059,47076908.033267416,7.766874899995552,7.771395699994173,0.015707598663604064,31614206.333333332,357367,44309008.99066532,3.4989666666660924,3.511321500001941,0.023694066382149964,31462243.0,106427,44343972.9816277,7.321533466669886,7.315827800004627,0.026011490580461524,31573825.0,304835,44313228.815755956
generate_delaunay_graph,3425,10252,3425,10252,0.33408115489660556,2.9932846715328467,0.0017484139436523638,2840,213,16,3,12,5.986569343065693,6.0,5.0,7.0,0.22686122381832702,2.4656721870055387,12.446213733336966,12.537247400003253,0.13331623506416604,33127523.333333332,349667,46354894.62897121,8.041183366668216,8.038327600006596,0.014807392716259379,31674206.666666668,349751,44299769.14425978,7.755593899996408,7.784657999989577,0.05276166370222324,31587062.0,263235,44298603.596247464,5.203274233324919,5.217015999995056,0.04372130283035414,31550505.333333332,282795,44324207.39105041
generate_random_graph,3426,205938,3426,205938,0.016636074935174664,60.11033274956217,0.03510092423332098,115,2630,2,82,156,120.22066549912434,120.0,113.0,127.0,0.08940287166550923,5.457115315775965,2.632824099996166,2.632222600004752,0.0038851758200949544,53834958.666666664,1504219,74112095.47006427,8.523166400002083,8.503373200001079,0.035598612839987866,33917681.333333336,1383071,46011011.63077343,3.147183333329546,3.147747700000764,0.006802232457101041,33124346.0,192899,46572132.91710039,6.64471186666924,6.635206900013145,0.03624351472891806,33154949.333333332,284283,46550203.723329365
generate_2d_grid_graph,3427,6682,3427,6682,0.5128703980844058,1.9498103297344616,0.001138243041292739,1620,2729,91,2,4,3.899620659468923,4.0,4.0,4.0,0.07804976394940559,0.4756481693462671,6.859289399998185,6.853033299994422,0.015320321331029603,33620811.333333336,311664,47106366.70387278,7.822084733338367,7.841121000004932,0.029965132632479515,31669763.666666668,357871,44281708.92962503,5.417136699999294,5.414386799995555,0.015815867399365937,31555046.0,277363,44338310.858330384,1.148979499999162,1.1498686999984784,0.008184580573845482,31506363.666666668,95595,44421557.68038277
generate_random_regular_graph,3428,13712,3428,13712,0.25,4.0,0.0023344032681645753,1648,599,4,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,2.3822196000013114,2.3877940000093076,0.009020840058192403,33450331.0,524099,46669697.82203346,7.888640333330841,7.891854200002854,0.008517022693728797,31924545.0,594471,44307421.217807055,3.1553689666616265,3.153733500003,0.003699049816409576,31657018.333333332,318708,44425081.844342634,3.1137798000030066,3.1204939000017475,0.019296671447348743,31657373.333333332,318275,44424021.59631662
generate_2d_grid_graph,3429,6704,3429,6704,0.5114856801909308,1.9550889472149315,0.0011406586623190966,2293,3306,11,2,4,3.910177894429863,4.0,4.0,4.0,0.07415975148619874,0.4409264934664594,0.5441232333347822,0.5458857000048738,0.0033524889668957634,33499238.666666668,69107,47277356.90862723,7.763143066670939,7.764120799998636,0.020656607330634708,31706657.0,358007,44438673.258711316,0.5106185000040568,0.5113875999959419,0.0012421422807322392,31551334.666666668,216571,44418859.535732284,1.640575633335781,1.6407127999991644,0.0008324135661542488,31530966.666666668,112139,44432954.82748194
generate_random_graph,3430,1026326,3430,1026326,0.0033420180332564896,299.2204081632653,0.17452342266740467,1088,2685,2,521,670,598.4408163265306,598.0,584.0,613.0,0.03714758716091668,6.489041346412698,1.398091600004894,1.3974428000074113,0.013186972336358705,178670142.66666666,1860499,250151560.6450694,11.259493766662976,11.232502300001215,0.038435963319621486,86220345.33333333,1983055,119129625.92720693,5.757972933332591,5.754151200002525,0.014678801146725488,85123052.66666667,311443,120010952.5594915,5.610727599996608,5.592215899989242,0.038303388391658914,85119874.66666667,302187,120012894.47134502
generate_delaunay_graph,3431,10270,3431,10270,0.3340798442064265,2.9932964150393473,0.0017453623411308147,350,1614,23,3,12,5.986592830078695,6.0,5.0,7.0,0.2267695157760592,2.464540219286878,5.438987166669297,5.444387299998198,0.026048477316819856,33159648.0,300507,46574816.90002902,8.063317233332782,8.055445200006943,0.024554400181494594,31737156.0,351760,44490131.09393508,4.684805599996859,4.704618899995694,0.042732575834440234,31638518.0,249795,44495299.695822395,3.5884957666664072,3.586008900005254,0.018102019580223602,31656108.0,276395,44482557.643432476
generate_random_regular_graph,3432,10296,3432,10296,0.3333333333333333,3.0,0.0017487612940833576,2885,2595,6,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,1.3276535666712637,1.3265047000022605,0.0016717717569809003,33071208.666666668,193051,46496742.13489532,7.887735100002222,7.882758700012346,0.015519421570783055,31949060.333333332,505024,44485814.52873486,3.219913666670133,3.2193920999998227,0.008425950740518894,31698607.333333332,312163,44492077.17750368,6.621112433330079,6.610463699995307,0.022358688899467096,31738880.333333332,316379,44463256.95538486
generate_random_regular_graph,3433,13732,3433,13732,0.25,4.0,0.002331002331002331,2988,56,4,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,0.373204233328579,0.37333180000132415,0.000930493777481943,33307802.666666668,119203,46935773.42162554,7.86871810000351,7.869430000006105,0.008523873814958175,31978379.666666668,606239,44471735.53097329,5.435744800003401,5.42907450000348,0.012521337807970023,31747889.0,316340,44554359.56317034,5.649589366667594,5.667531599989161,0.042788239129664604,31750031.0,321276,44552559.53691494
generate_delaunay_graph,3434,10279,3434,10279,0.3340791905827415,2.993302271403611,0.001743840530966275,3195,55,20,3,12,5.986604542807222,6.0,5.0,7.0,0.22667000548468946,2.4635649205301573,5.378099233334069,5.403365600010147,0.041963919685246806,33207358.0,299220,46644857.037113816,8.086841033330225,8.072564799993415,0.043442245211730596,31794835.666666668,354999,44567630.559897386,3.489123199998479,3.5006041000015102,0.016792151093434553,31689370.333333332,243908,44576006.09030095,5.732488466664411,5.741160200006561,0.01807055596202099,31708368.333333332,267116,44562262.52432862
generate_2d_grid_graph,3435,6626,3435,6626,0.5184123151222457,1.928966521106259,0.001123451672164391,2056,2186,100,2,4,3.857933042212518,4.0,4.0,4.0,0.09135423213112691,0.5963273734807342,4.526480733334513,4.514539400013746,0.024347872239206605,33649225.0,277048,47300579.54525154,7.843830866671245,7.859383200004231,0.0580773330566376,31816835.666666668,358615,44488647.97177996,3.38407109999874,3.393526900006691,0.016484597302723687,31683504.666666668,251155,44557042.3527433,6.492127733339051,6.48033160000341,0.03583170986696367,31777825.333333332,323371,44588257.752962545
generate_random_graph,3436,439504,3436,439504,0.007817903818850341,127.91152502910361,0.0744754148641069,811,532,2,207,312,255.82305005820723,256.0,245.0,266.0,0.06002780908713709,5.969094769291358,6.444762466669393,6.452931500010891,0.02962001858508138,78901417.0,1768091,109188043.39164105,9.334856966665635,9.331635800001095,0.008053476539762973,37555470.666666664,1756119,50634513.37222147,6.375072233335231,6.368686899993918,0.01461760837901237,36559132.666666664,313587,51339199.97813045,5.352747033335618,5.340451299998676,0.038113549960030565,36549128.0,284203,51345960.920206234
generate_random_regular_graph,3437,13748,3437,13748,0.25,4.0,0.002328288707799767,2540,1153,5,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,0.30338250000204425,0.30380360000708606,0.0012080856717433621,33383151.666666668,108355,47057674.38806141,7.9198800666733105,7.924316999997245,0.010900887479589599,32064670.333333332,593167,44612385.641606815,4.810523599997396,4.806500100006815,0.010601893979057614,31820017.0,311260,44659964.56502326,1.5597647666727426,1.5571008000115398,0.005390258528351417,31766417.333333332,160907,44696963.986541905
generate_random_graph,3438,419896,3438,419896,0.008187741726522759,122.13379872018615,0.07107000216478682,464,1742,2,190,300,244.2675974403723,244.0,234.0,254.0,0.0619288338675551,5.940177744225216,1.7501755666695924,1.7490192999975989,0.0023222056264183364,76022004.66666667,1669835,105255093.07096912,9.24299563333625,9.229372100002365,0.02176441717409483,36057297.333333336,1769695,48595077.87137799,0.8429458000027807,0.8420990000013262,0.004351272983282521,35110106.0,200067,49370284.55790307,2.969876866656705,2.968122099991888,0.014702157464096574,35098338.666666664,314547,49272992.97283526
generate_random_regular_graph,3439,13756,3439,13756,0.25,4.0,0.002326934264107039,2827,2337,5,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,5.082910633335511,5.082645699993009,0.00877868413805272,33739818.0,606987,46962155.738580845,7.935853433334462,7.935991100006504,0.00838696462927837,32188041.333333332,607415,44662954.277096555,1.331757266666197,1.3324139000033028,0.001302743533079445,31796056.666666668,150179,44754052.01681874,1.9847037666622782,1.9864048999879742,0.0031505435135255593,31857484.0,316715,44710370.303087786
generate_random_graph,3440,86324,3440,86324,0.03984986793939113,25.094186046511627,0.01459388545886108,1421,1112,2,26,76,50.188372093023254,50.0,45.0,55.0,0.14173254090162524,4.866517204021266,0.26248210000630934,0.2623762000002898,0.0009915681237718963,41222211.0,398888,57732930.98886633,8.197339199997563,8.196249399989028,0.00641139657705204,33087031.0,1240968,45112273.124448314,1.9917790333323258,1.9865678000060143,0.009262132531453686,32420604.666666668,188131,45583635.34936335,5.459181666665245,5.463048999998136,0.04583175491139904,32463317.333333332,317827,45553160.20961573
generate_dense_random_graph,3441,53163,3441,53163,0.06472546696010383,15.449869224062773,0.00898248210701324,1433,3212,3,12,49,30.899738448125547,31.0,27.0,35.0,0.1791711895246788,4.504531152980816,7.688436433333361,7.6882215999939945,0.0013544992690696644,38600447.333333336,1073995,53167173.71732188,8.07438479999837,8.082277800000156,0.013937580784538118,32770629.333333332,1085807,44812148.88721644,3.24660033332475,3.2401360999938333,0.029416531763457255,32220976.666666668,333683,45200384.45145304,0.3726819999962269,0.3725964999903226,0.0002037865096666333,32153561.333333332,158187,45248326.256533764
generate_dense_random_graph,3442,1001901,3442,1001901,0.0034354691731019334,291.0810575246949,0.16918399158657074,2524,3210,2,503,660,582.1621150493899,582.0,567.0,597.0,0.0380945533285998,6.485912535691467,4.052584533337115,4.064318799995817,0.016871139815875975,185769079.0,1974523,260029978.37037918,11.188045433329535,11.187648599996464,0.01677967733149616,84174294.66666667,1975559,116293550.12743194,3.3621775333352466,3.3583458000066457,0.012260554699450229,83064572.66666667,341091,117078398.8666341,0.08583839999725267,0.08528429998841602,0.0010284874821993237,83021986.66666667,214011,117108196.20158838
generate_dense_random_graph,3443,725673,3443,725673,0.004744561255551743,210.76764449607901,0.12246812579667576,2623,2159,2,342,493,421.53528899215803,421.0,409.0,435.0,0.045235962833900405,6.269551136495788,11.253595300004235,11.267984100006288,0.0456579898197127,140837516.66666666,1871563,196530913.5351701,10.259240433331192,10.249037799992948,0.01822548852073535,61293232.0,1873119,84032910.70174283,1.5370353666658048,1.5357270000095014,0.003632400647551933,60232318.0,207347,84888162.01037948,1.4002190333315714,1.4002152000030037,0.0008883932380640226,60183113.333333336,207947,84817727.57531
generate_dense_random_graph,3444,1181508,3444,1181508,0.0029149189002528973,343.06271777003485,0.19928127665990988,3407,303,1,606,767,686.1254355400697,686.0,671.0,701.0,0.033902787849725134,6.552044443233667,0.3013811000031031,0.3012400000006892,0.0005300326483627371,226407911.0,1293728,318359564.6222649,11.746401500000502,11.752912600000855,0.021754466663441267,99098500.0,1992015,137342200.25390366,0.125692200002959,0.12543980000191368,0.0007783648437113322,97872610.0,218419,138103915.27589953,7.843437266667024,7.861293100009789,0.045196637435538034,97968720.0,359107,138140586.52124625
generate_random_graph,3445,1135341,3445,1135341,0.003034330654842906,329.5619738751814,0.19138326009011697,3283,2920,1,578,735,659.1239477503628,659.0,643.0,674.0,0.03521067909453174,6.54884393021546,8.974255833338248,9.00254900001164,0.05092817412802687,198860776.33333334,2012379,278392755.6517578,11.630142633332676,11.638198300002841,0.012763845719919311,95259944.0,2024199,131855277.70437713,1.2350416000020534,1.2365418999979738,0.0032512815336015574,94105200.66666667,217795,132776876.37095152,6.773435266664213,6.769444699995802,0.00728505662496792,94162196.0,334011,132736617.97499774
generate_delaunay_graph,3446,10315,3446,10315,0.33407658749394087,2.993325594892629,0.0017377797357867222,1488,3185,20,3,12,5.986651189785258,6.0,5.0,7.0,0.2257000071390728,2.458625103863536,6.35558786666661,6.3507047000020975,0.010614551835105318,33496654.666666668,310467,46932565.98542154,8.119622866661908,8.124302800002624,0.012800657307857267,32032809.333333332,353975,44800642.81122482,5.0490828999997275,5.05231049998838,0.04259779621134594,31915026.0,251411,44884100.62345946,0.9260981333354721,0.926285800000187,0.0018229293184740297,31909069.333333332,94363,44992811.8069361
generate_random_regular_graph,3447,10341,3447,10341,0.3333333333333333,3.0,0.0017411491584445734,2034,3102,6,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,9.506190900002062,9.521281199995428,0.02375357569089325,33592547.333333336,498812,46806236.721005075,7.976456633332418,7.975872900002287,0.0380580009332206,32188569.0,510375,44799940.890056215,2.618114200003523,2.621383000005153,0.007889544461653115,31972336.666666668,309491,44883012.622816846,0.9876691666625751,0.9875656999938656,0.0004749905611965058,31897262.666666668,122891,44935769.9743023
generate_delaunay_graph,3448,10321,3448,10321,0.33407615541129737,2.9933294663573085,0.0017367736967550383,2785,1795,23,3,12,5.986658932714617,6.0,5.0,7.0,0.2257059705595025,2.45870049552897,8.122128666664745,8.147742899993318,0.059366642948880693,33539463.0,329139,46966496.26845906,8.148232533334522,8.15325259999372,0.012860929519995002,32070945.333333332,355951,44851780.77364022,5.907933366669265,5.90782730000501,0.020744782560519814,31955055.333333332,256339,44933899.87511553,4.842802566665341,4.8372364999959245,0.020535984436280835,31980770.666666668,295003,44915429.196576685
generate_delaunay_graph,3449,10324,3449,10324,0.3340759395583107,2.9933314004059146,0.0017362711139245444,2325,2788,17,3,12,5.986662800811829,6.0,5.0,7.0,0.22563725484389072,2.45790835721796,9.614843433329952,9.650622200002545,0.05331903755543662,33565155.666666664,339515,46988157.30618941,8.166717033333649,8.181561699995655,0.029293777734803083,32115769.0,351143,44921970.549763404,6.487315799997305,6.492608799992013,0.049386483767651805,32025099.333333332,259587,44923399.376987375,5.477247299999969,5.486401100002695,0.014891853405149844,31992777.333333332,285387,44946008.23722668
generate_2d_grid_graph,3450,6781,3450,6781,0.508774517032886,1.9655072463768115,0.001139754854379131,2123,1257,50,2,4,3.931014492753623,4.0,4.0,4.0,0.06562271645447496,0.3662226898721283,7.8778158333346555,7.864121899998281,0.03340736416919234,34044096.666666664,331683,47676558.284586444,7.8750927333312575,7.879866000002949,0.015152028587423693,32093222.333333332,359623,44878092.21696818,5.933040266667376,5.9305647000001045,0.00823401984545032,32021768.333333332,288083,44983149.659108736,5.448443466666504,5.449762699994608,0.008123864975635817,32008792.0,324443,44913626.70609821
generate_random_graph,3451,849997,3451,849997,0.004060014329462339,246.30454940596928,0.14278524603244597,228,3095,2,424,562,492.60909881193857,493.0,479.0,506.0,0.04219417553175134,6.39501785211831,1.6780030000033246,1.6781168000015896,0.008752315127546248,152005475.0,1872555,212424988.855066,10.686651699996824,10.687046199993347,0.0030675095736633533,71619002.66666667,1945311,98533502.32301915,4.230636933333396,4.221108300000196,0.017780464578326414,70557739.33333333,345987,99389360.82864317,5.908291433336369,5.920363800003543,0.019070341786124663,70503257.33333333,332859,99322310.36826462
generate_dense_random_graph,3452,115505,3452,115505,0.02988615211462707,33.46031286210892,0.019391662047006042,1415,1638,2,38,101,66.92062572421784,67.0,61.0,72.0,0.11936435358495164,5.031532168086709,6.506941699995271,6.492069799991441,0.02660518493274109,45771208.666666664,1366035,62903362.660390325,8.279321699995004,8.281568199992762,0.008068423944435422,33654761.666666664,1365968,45673902.893809505,0.9346961999981431,0.9355495000054361,0.0012678303207335046,32876138.0,190419,46224621.04684561,0.3831783666682895,0.3833927999949083,0.0009428737328384568,32873333.333333332,186427,46226300.18974867
generate_random_regular_graph,3453,13812,3453,13812,0.25,4.0,0.002317497103128621,3186,236,5,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,3.9963285333312037,3.993712499999674,0.010643951267218012,33937156.333333336,439875,47372315.22108147,7.942560466670936,7.947708900013822,0.028786582470899748,32435971.666666668,597703,45026117.00773273,7.100477833329933,7.092620900002657,0.03392005956046825,32116116.0,317859,45074467.70325334,5.753664200005005,5.749962300003972,0.012891790098281893,32114905.333333332,308907,45075067.245306484
